	nn	opentime	price	volume	numtrade	minper	maxper	RSI	MA2_1_perc	MA2_2_perc	MA1d30_perc	Lev24hMAX_perc	Lev24hMIN_perc	Lev7dMAX_perc	Lev7dMIN_perc
3006	3006.0	0.5208	0.00046918	6673.0	26.0	-1.94	0.19	0.5645	-0.1721	-0.1964	2.0807	1.6603	-3.8301	6.4815	-3.8301
3007	3007.0	0.5312	0.00046859	9185.0	39.0	-1.82	0.23	0.4959	-0.0232	-0.0997	2.2092	1.7883	-3.709	6.6156	-3.709
3008	3008.0	0.5417	0.00046815	11637.0	37.0	-1.73	0.16	0.4485	0.0919	-0.0105	2.3052	1.884	-3.6185	6.7158	-3.6185
3009	3009.0	0.5521	0.00046886	22051.0	47.0	-1.87	0.01	0.5326	-0.0469	-0.1398	2.1503	1.7297	-3.7644	6.5542	-3.7644
3010	3010.0	0.5625	0.00046683	12814.0	36.0	-1.45	0.13	0.353	0.3695	0.2703	2.5945	2.1721	-3.346	7.0175	-3.346
3011	3011.0	0.5729	0.00046631	68984.0	232.0	-1.34	0.18	0.3206	0.4104	0.3616	2.7089	2.286	-3.2382	7.1369	-3.2382
3012	3012.0	0.5833	0.00046411	18801.0	52.0	-0.87	0.72	0.2208	0.7582	0.803	3.1958	2.7709	-2.7795	7.6447	-2.7795
3013	3013.0	0.5938	0.00046383	13948.0	142.0	-0.81	0.78	0.2111	0.6797	0.8079	3.2581	2.8329	-2.7208	7.7097	-2.7208
3014	3014.0	0.6042	0.00046248	15200.0	52.0	-0.41	1.07	0.1691	0.7925	1.0266	3.5595	3.1331	-2.4369	8.0241	-2.4369
3015	3015.0	0.6146	0.00046214	5926.0	19.0	-0.19	1.15	0.1597	0.6922	1.0257	3.6357	3.209	-2.3651	8.1036	-2.3651
3016	3016.0	0.625	0.00046224	10587.0	20.0	-0.15	1.13	0.1754	0.5106	0.9153	3.6133	3.1867	-2.3862	8.0802	-2.3862
3017	3017.0	0.6354	0.00046379	16368.0	48.0	-0.21	0.79	0.383	0.038	0.5245	3.267	2.8418	-2.7124	7.719	-2.7124
3018	3018.0	0.6458	0.0004634	8174.0	31.0	-0.78	0.87	0.3566	0.0297	0.5291	3.3539	2.9284	-2.6306	7.8097	-2.6306
3019	3019.0	0.6562	0.00046504	7013.0	30.0	-1.37	0.52	0.519	-0.3572	0.1197	2.9894	2.5654	-2.9739	7.4295	-2.9739
3020	3020.0	0.6667	0.00046483	6105.0	40.0	-1.5	0.56	0.5001	-0.2928	0.1051	3.0359	2.6117	-2.9301	7.478	-2.9301
3021	3021.0	0.6771	0.00046545	11964.0	55.0	-1.63	0.43	0.5558	-0.3822	-0.0816	2.8987	2.475	-3.0594	7.3348	-3.0594
3022	3022.0	0.6875	0.00046624	3299.0	27.0	-1.98	0.22	0.6188	-0.4501	-0.2845	2.7243	2.3014	-3.2237	7.153	-3.2237
3023	3023.0	0.6979	0.00046496	5791.0	11.0	-1.71	0.42	0.4879	-0.1003	-0.0558	3.0071	2.583	-2.9572	7.448	-2.9572
3024	3024.0	0.7083	0.00046532	7934.0	23.0	-1.79	0.34	0.5211	-0.0948	-0.1838	2.9274	2.5037	-3.0323	7.3648	-3.0323
3025	3025.0	0.7188	0.00046572	3996.0	21.0	-2.02	0.25	0.5583	-0.1288	-0.2854	2.839	2.4156	-3.1156	7.2726	-3.1156
3026	3026.0	0.7292	0.00046408	2180.0	15.0	-1.68	0.61	0.4072	0.2424	0.0349	3.2025	2.7775	-2.7732	7.6517	-2.7732
3027	3027.0	0.7396	0.00046385	61344.0	107.0	-1.63	0.66	0.3899	0.2601	0.0808	3.2536	2.8285	-2.725	7.7051	-2.725
3028	3028.0	0.75	0.00046075	17017.0	92.0	-0.97	0.19	0.2339	0.8239	0.7096	3.9483	3.5203	-2.0705	8.4297	-2.0705
3029	3029.0	0.7604	0.0004595	27965.0	141.0	-0.7	0.19	0.1969	0.9363	0.9403	4.2311	3.802	-1.8041	8.7247	-1.8041
3030	3030.0	0.7708	0.00045964	12275.0	57.0	-0.73	0.1	0.2131	0.7261	0.8733	4.1994	3.7703	-1.834	8.6916	-1.834
3031	3031.0	0.7812	0.00045976	35682.0	127.0	-0.75	0.07	0.2288	0.5584	0.811	4.1722	3.7433	-1.8597	8.6632	-1.8597
3032	3032.0	0.7917	0.00045807	32111.0	40.0	-0.39	0.38	0.1725	0.7316	1.0997	4.5565	4.126	-1.4976	9.0641	-1.4976
3033	3033.0	0.8021	0.00045807	17570.0	64.0	-0.39	0.38	0.1725	0.5228	1.0221	4.5565	4.126	-1.4976	9.0641	-1.4976
3034	3034.0	0.8125	0.00045851	12775.0	120.0	-0.48	0.51	0.2389	0.2745	0.8302	4.4562	4.0261	-1.5921	8.9595	-1.5921
3035	3035.0	0.8229	0.0004573	13691.0	39.0	-0.17	0.77	0.19	0.3608	0.9872	4.7326	4.3013	-1.3317	9.2478	-1.3317
3036	3036.0	0.8333	0.00045742	6579.0	30.0	-0.14	0.75	0.2087	0.2435	0.8437	4.7051	4.274	-1.3576	9.2191	-1.3576
3037	3037.0	0.8438	0.00045863	7325.0	28.0	-0.26	0.48	0.378	-0.0447	0.467	4.4288	3.9989	-1.6179	8.9309	-1.6179
3038	3038.0	0.8542	0.00045837	22842.0	36.0	-0.21	0.54	0.3588	-0.0226	0.4282	4.4881	4.0579	-1.5621	8.9927	-1.5621
3039	3039.0	0.8646	0.0004588	7487.0	33.0	-0.3	0.73	0.4161	-0.1425	0.2393	4.3901	3.9603	-1.6543	8.8906	-1.6543
3040	3040.0	0.875	0.00045944	10485.0	27.0	-0.44	1.33	0.4946	-0.2443	0.0086	4.2447	3.8155	-1.7913	8.7389	-1.7913
3041	3041.0	0.8854	0.00045801	7370.0	36.0	-0.04	1.65	0.3663	0.0655	0.2325	4.5702	4.1396	-1.4847	9.0784	-1.4847
3042	3042.0	0.8958	0.00045895	5957.0	32.0	-0.21	1.44	0.4714	-0.1275	-0.044	4.356	3.9264	-1.6865	8.855	-1.6865
3043	3043.0	0.9062	0.0004586	13907.0	38.0	-0.14	1.52	0.4397	-0.0158	0.001	4.4357	4.0057	-1.6114	8.9381	-1.6114
3044	3044.0	0.9167	0.00046076	2456.0	15.0	-0.61	1.04	0.6225	-0.3939	-0.4495	3.9461	3.5181	-2.0727	8.4274	-2.0727
3045	3045.0	0.9271	0.00045943	5701.0	28.0	-0.32	1.33	0.5043	-0.0838	-0.1644	4.247	3.8178	-0.6813	8.7413	-1.7892
3046	3046.0	0.9375	0.00045934	9648.0	33.0	-0.3	1.35	0.4969	-0.0378	-0.1509	4.2674	3.8381	-0.6618	8.7626	-1.7699
3047	3047.0	0.9479	0.00045815	18045.0	53.0	-0.04	1.62	0.4047	0.2041	0.1096	4.5383	4.1078	-0.4038	9.0451	-1.5148
3048	3048.0	0.9583	0.0004601	22381.0	90.0	-0.3	1.18	0.5606	-0.2027	-0.2853	4.0952	3.6666	-0.8259	8.5829	-1.9322
3049	3049.0	0.9688	0.00046214	119100.0	134.0	-0.74	0.74	0.667	-0.5315	-0.6731	3.6357	3.209	-1.2637	8.1036	-2.3651
3050	3050.0	0.9792	0.00046077	13886.0	52.0	-0.44	0.97	0.5606	-0.1864	-0.3276	3.9438	3.5159	-0.9701	8.425	-2.0748
3051	3051.0	0.9896	0.00046047	45262.0	63.0	-0.38	1.03	0.5387	-0.0706	-0.2185	4.0116	3.5833	-0.9056	8.4957	-2.011
3052	3052.0	0.0	0.00046201	87227.0	131.0	-0.71	0.7	0.6263	-0.3699	-0.5023	3.6649	3.238	-1.2359	8.134	-2.3376
3053	3053.0	0.0104	0.0004615	131168.0	191.0	-0.6	0.81	0.5835	-0.2037	-0.3471	3.7794	3.3521	-1.1268	8.2535	-2.2297
3054	3054.0	0.0208	0.00046278	30398.0	86.0	-0.88	0.45	0.6529	-0.3868	-0.5654	3.4924	3.0663	-1.4002	7.9541	-2.5001
3055	3055.0	0.0312	0.00046046	35787.0	82.0	-0.31	0.96	0.4827	0.1778	-0.0497	4.0138	3.5855	-0.9034	8.498	-2.0089
3056	3056.0	0.0417	0.00046179	63937.0	105.0	-0.6	0.66	0.5595	-0.065	-0.283	3.7142	3.2872	-1.1889	8.1855	-2.2911
3057	3057.0	0.0521	0.000462	10689.0	54.0	-0.65	0.86	0.5712	-0.1142	-0.2843	3.6671	3.2403	-1.2338	8.1364	-2.3355
3058	3058.0	0.0625	0.00046321	31240.0	71.0	-0.91	0.6	0.6363	-0.3093	-0.4784	3.3963	2.9706	-1.4918	7.8539	-2.5906
3059	3059.0	0.0729	0.00046219	32451.0	66.0	-0.69	0.82	0.5537	-0.0427	-0.2381	3.6245	3.1978	-1.2744	8.0919	-2.3756
3060	3060.0	0.0833	0.0004609	50150.0	50.0	-0.0	1.1	0.4646	0.2069	0.0623	3.9145	3.4867	-0.998	8.3944	-2.1024
3061	3061.0	0.0938	0.000464	9524.0	37.0	-0.62	0.43	0.631	-0.3952	-0.5392	3.2203	2.7953	-1.6595	7.6703	-2.7565
3062	3062.0	0.1042	0.00046303	9422.0	46.0	-0.81	0.64	0.5667	-0.1798	-0.2606	3.4365	3.0106	-1.4535	7.8958	-2.5528
3063	3063.0	0.1146	0.00046289	27792.0	95.0	-0.87	0.67	0.5572	-0.084	-0.1903	3.4678	3.0418	-1.4237	7.9284	-2.5233
3064	3064.0	0.125	0.00046298	9017.0	33.0	-0.97	0.65	0.5627	-0.0713	-0.1976	3.4477	3.0217	-1.4428	7.9075	-2.5422
3065	3065.0	0.1354	0.00046226	43925.0	79.0	-0.82	0.8	0.5039	0.0914	-0.0206	3.6088	3.1822	-1.2893	8.0755	-2.3904
3066	3066.0	0.1458	0.00046381	8927.0	64.0	-1.15	0.47	0.607	-0.2269	-0.3067	3.2625	2.8374	-1.6192	7.7144	-2.7166
3067	3067.0	0.1562	0.00046415	13338.0	30.0	-1.22	0.15	0.6268	-0.2472	-0.349	3.1869	2.762	-1.6913	7.6355	-2.7879
3068	3068.0	0.1667	0.00046376	18457.0	49.0	-1.14	0.24	0.5872	-0.0863	-0.2327	3.2737	2.8485	-1.6086	7.726	-2.7061
3069	3069.0	0.1771	0.0004633	15621.0	63.0	-1.04	0.34	0.5401	-0.0059	-0.1262	3.3762	2.8275	-1.5109	7.8329	-2.6095
3070	3070.0	0.1875	0.00046338	22866.0	58.0	-1.06	0.26	0.5475	-0.0138	-0.1014	3.3584	2.8098	-1.5279	7.8143	-2.6264
3071	3071.0	0.1979	0.00046181	35387.0	91.0	-0.72	0.6	0.4007	0.2969	0.2385	3.7098	3.1593	-1.1931	8.1809	-2.2953
3072	3072.0	0.2083	0.00046001	48415.0	57.0	-0.43	0.99	0.295	0.6087	0.6019	4.1156	3.563	-0.8065	8.6042	-1.913
3073	3073.0	0.2188	0.00046033	18813.0	66.0	-0.51	0.92	0.3316	0.4863	0.4902	3.788	3.2737	-0.8755	5.6764	-1.9812
3074	3074.0	0.2292	0.0004622	5631.0	24.0	-0.94	0.51	0.5063	0.0362	0.0838	3.3681	2.8559	-1.2765	5.2488	-2.3778
3075	3075.0	0.2396	0.0004634	33571.0	86.0	-1.2	0.25	0.5871	-0.243	-0.1394	3.1004	2.5896	-1.5322	4.9763	-2.6306
3076	3076.0	0.25	0.00046218	28206.0	69.0	-0.94	0.52	0.4916	-0.0224	0.0979	3.3726	2.8604	-1.2722	5.2534	-2.3735
3077	3077.0	0.2604	0.00046448	16670.0	40.0	-1.68	0.02	0.6255	-0.4858	-0.3769	2.8607	1.3413	-1.7611	4.7322	-2.857
3078	3078.0	0.2708	0.00046356	17088.0	53.0	-1.63	0.22	0.5571	-0.2834	-0.1696	3.0648	1.5424	-1.5661	4.94	-2.6642
3079	3079.0	0.2812	0.00046211	11229.0	19.0	-1.47	0.0	0.4637	0.0376	0.1311	3.3882	1.861	-1.2573	5.2693	-2.3587
3080	3080.0	0.2917	0.00046047	53626.0	73.0	-1.12	0.26	0.3798	0.4064	0.4618	3.7565	2.2238	-0.9056	5.6442	-2.011
3081	3081.0	0.3021	0.00045986	20913.0	77.0	-0.99	0.39	0.3521	0.5268	0.5378	3.8941	2.3594	-0.8394	5.7844	-1.881
3082	3082.0	0.3125	0.00045938	16505.0	33.0	-0.89	0.5	0.33	0.5551	0.5737	4.0026	2.4664	-0.7358	5.8949	-1.7785
3083	3083.0	0.3229	0.00045906	4904.0	25.0	-0.82	0.57	0.3147	0.507	0.5755	4.0751	2.5378	-0.6666	5.9687	-1.71
3084	3084.0	0.3333	0.00045786	5881.0	28.0	-0.56	0.83	0.2615	0.6525	0.7599	4.3479	2.8065	-0.4062	6.2465	-1.4524
3085	3085.0	0.3438	0.00045869	7264.0	21.0	-0.74	0.65	0.3501	0.3126	0.5094	4.1591	2.5943	-0.7391	6.0542	-1.6307
3086	3086.0	0.3542	0.00045787	23014.0	149.0	-0.56	0.88	0.3076	0.3369	0.6321	4.3456	2.7781	-0.5613	6.2441	-1.4546
3087	3087.0	0.3646	0.00045745	9586.0	81.0	-0.47	1.06	0.2868	0.3017	0.6871	4.4414	2.8724	-0.47	6.3417	-1.3641
3088	3088.0	0.375	0.000457	107397.0	119.0	-0.37	1.21	0.2644	0.3055	0.7377	4.5443	2.9737	-0.372	6.4464	-1.267
3089	3089.0	0.3854	0.00045753	14695.0	48.0	-0.21	1.1	0.3356	0.1257	0.553	4.4232	2.8545	-0.4874	6.3231	-1.3813
3090	3090.0	0.3958	0.00045986	21670.0	62.0	-0.71	0.81	0.5561	-0.3686	-0.0078	3.8941	2.3333	-0.9916	5.7844	-1.881
3091	3091.0	0.4062	0.0004587	20328.0	37.0	-0.46	1.06	0.4662	-0.1264	0.1945	4.1568	2.5921	-0.7412	6.0519	-1.6329
3092	3092.0	0.4167	0.0004587	47791.0	55.0	-0.46	1.28	0.4662	-0.1036	0.1105	4.1568	2.5921	-0.7412	6.0519	-1.6329
3093	3093.0	0.4271	0.00045769	39069.0	37.0	-0.0	1.73	0.3913	0.0896	0.2459	4.3867	2.8185	-0.5222	6.2859	-1.4158
3094	3094.0	0.4375	0.00045943	2306.0	17.0	-0.0	1.35	0.5399	-0.247	-0.1727	3.9913	2.4291	-0.8989	5.8834	-1.7892
3095	3095.0	0.4479	0.00046115	20500.0	28.0	-0.23	1.05	0.641	-0.5188	-0.5352	3.6035	2.0471	-1.2686	5.4885	-2.1555
3096	3096.0	0.4583	0.00046192	8613.0	47.0	-0.32	0.88	0.678	-0.5515	-0.6713	3.4308	1.8769	-1.4331	5.3126	-2.3186
3097	3097.0	0.4688	0.00046109	3853.0	16.0	-0.0	1.06	0.6002	-0.276	-0.4677	3.6169	1.6916	-1.2557	5.5022	-2.1427
3098	3098.0	0.4792	0.00046255	3969.0	25.0	-0.19	2.23	0.6764	-0.5181	-0.7316	3.2899	1.3707	-1.5674	5.1692	-2.4516
3099	3099.0	0.4896	0.00046272	2547.0	26.0	-0.22	2.19	0.6845	-0.446	-0.698	3.2519	1.3334	-1.6036	5.1305	-2.4875
3100	3100.0	0.5	0.00046216	2112.0	15.0	-0.1	2.35	0.6241	-0.2318	-0.5277	3.377	1.4562	-1.4843	5.2579	-2.3693
3101	3101.0	0.5104	0.00046188	16538.0	78.0	-0.04	2.41	0.5935	-0.0579	-0.4095	3.4397	2.3772	-1.4246	5.3217	-2.3101
3102	3102.0	0.5208	0.0004642	24283.0	91.0	-0.69	1.9	0.7242	-0.429	-0.8103	2.9227	1.8656	-1.9173	4.7953	-2.7984
3103	3103.0	0.5312	0.00046438	10599.0	33.0	-1.34	1.86	0.732	-0.3806	-0.7428	2.8828	1.8261	-1.9553	4.7547	-2.836
3104	3104.0	0.5417	0.000465	9726.0	56.0	-1.48	1.72	0.7593	-0.4306	-0.768	2.7457	1.6903	-2.086	4.6151	-2.9656
3105	3105.0	0.5521	0.00046457	6554.0	24.0	-1.39	1.81	0.7014	-0.2449	-0.6086	2.8408	1.8146	-1.9954	4.7119	-2.8758
3106	3106.0	0.5625	0.00046502	20612.0	34.0	-1.49	1.72	0.7268	-0.275	-0.6142	2.7412	1.7161	-2.0902	4.6106	-2.9698
3107	3107.0	0.5729	0.0004658	135188.0	224.0	-1.65	1.55	0.767	-0.3593	-0.679	2.5692	1.5457	-2.2542	4.4354	-3.1322
3108	3108.0	0.5833	0.00047134	21691.0	106.0	-2.81	0.35	0.8949	-1.287	-1.6533	1.3636	0.3522	-3.4031	3.2079	-4.2708
3109	3109.0	0.5938	0.00046998	67422.0	142.0	-2.53	0.64	0.7733	-0.7859	-1.2191	1.6569	0.6426	-3.1235	3.5065	-3.9938
3110	3110.0	0.6042	0.00046871	43351.0	98.0	-2.26	0.8	0.6736	-0.3968	-0.8439	1.9324	0.9153	-2.861	3.787	-3.7337
3111	3111.0	0.6146	0.00046802	48874.0	169.0	-2.12	0.31	0.6227	-0.1528	-0.6108	2.0827	1.0641	-2.7178	3.94	-3.5917
3112	3112.0	0.625	0.00046246	31177.0	97.0	-0.94	1.52	0.3641	0.979	0.6039	3.31	2.2791	-1.5482	5.1896	-2.4326
3113	3113.0	0.6354	0.00045911	27323.0	87.0	-0.22	2.26	0.2818	1.5672	1.288	4.0638	3.0254	-0.8299	5.9572	-1.7207
3114	3114.0	0.6458	0.00046117	45211.0	67.0	-0.25	1.8	0.382	1.0091	0.8131	3.599	2.5652	-1.2728	5.4839	-2.1597
3115	3115.0	0.6562	0.00046415	14227.0	54.0	-0.89	1.15	0.4998	0.3162	0.1945	2.9338	1.9067	-1.9067	4.8066	-2.7879
3116	3116.0	0.6667	0.00046322	44624.0	131.0	-0.7	1.35	0.4673	0.2985	0.4149	3.1405	2.1113	-1.7098	5.0171	-2.5927
3117	3117.0	0.6771	0.00046811	26738.0	74.0	-1.73	0.29	0.619	-0.7992	-0.5784	2.063	1.0446	-2.7365	3.92	-3.6103
3118	3118.0	0.6875	0.00046668	24496.0	71.0	-1.43	0.4	0.5642	-0.5496	-0.2409	2.3758	1.3542	-2.4385	4.2385	-3.3149
3119	3119.0	0.6979	0.00046549	3987.0	18.0	-1.18	0.22	0.5195	-0.3633	0.0212	2.6375	1.6134	-2.1891	4.5049	-3.0677
3120	3120.0	0.7083	0.00046431	49942.0	73.0	-0.93	0.47	0.476	-0.0603	0.2717	2.8984	1.8716	-1.9405	4.7705	-2.8214
3121	3121.0	0.7188	0.00046372	20858.0	66.0	-1.26	0.21	0.4537	0.1911	0.3805	3.0293	2.0012	-1.8158	4.9038	-2.6977
3122	3122.0	0.7292	0.00046262	39405.0	53.0	-1.21	0.42	0.4119	0.4685	0.5734	3.2742	2.2437	-1.5823	5.1533	-2.4664
3123	3123.0	0.7396	0.00046392	130412.0	82.0	-1.49	0.14	0.4782	0.1808	0.1849	2.9849	1.9572	-1.8581	4.8586	-2.7397
3124	3124.0	0.75	0.000462	18030.0	33.0	-1.35	0.56	0.4005	0.5641	0.4861	3.4128	2.381	-1.4502	5.2944	-2.3355
3125	3125.0	0.7604	0.0004625	39676.0	57.0	-1.46	0.45	0.4287	0.3038	0.288	3.301	2.2703	-1.5568	5.1805	-2.4411
