	nn	opentime	price	volume	numtrade	minper	maxper	RSI	MA2_1_perc	MA2_2_perc	MA1d30_perc	Lev24hMAX_perc	Lev24hMIN_perc	Lev7dMAX_perc	Lev7dMIN_perc
14325	14325.0	0.2292	0.00108885	2634.0	16.0	-1.27	0.27	0.6839	-0.1559	-0.5339	-2.6872	0.2728	-1.5466	2.5853	-1.9057
14326	14326.0	0.2396	0.00108491	1611.0	10.0	-1.41	0.64	0.4997	0.2199	-0.1262	-2.3338	0.6369	-1.189	2.9578	-1.5494
14327	14327.0	0.25	0.00108823	4826.0	17.0	-1.71	0.33	0.6044	-0.0395	-0.3736	-2.6317	0.3299	-1.4905	2.6437	-1.8498
14328	14328.0	0.2604	0.00108707	40822.0	91.0	-1.6	0.44	0.5569	0.0652	-0.2197	-2.5278	0.437	-1.3854	2.7533	-1.7451
14329	14329.0	0.2708	0.00108194	25083.0	64.0	-1.14	0.26	0.3962	0.4568	0.2748	-2.0657	0.9132	-0.9178	3.2405	-1.2792
14330	14330.0	0.2812	0.00108378	1790.0	18.0	-1.3	0.06	0.4613	0.2605	0.1585	-2.2319	0.7418	-1.086	3.0652	-1.4468
14331	14331.0	0.2917	0.00108391	15679.0	57.0	-1.32	0.0	0.466	0.1864	0.1901	-2.2437	0.7298	-1.0979	3.0528	-1.4586
14332	14332.0	0.3021	0.00107744	1971.0	14.0	-0.72	0.51	0.3084	0.6568	0.7604	-1.6566	1.3346	-0.723	3.6717	-0.8669
14333	14333.0	0.3125	0.00108063	19936.0	36.0	-1.02	0.21	0.421	0.2645	0.4437	-1.947	1.0355	-1.0161	3.3656	-1.1595
14334	14334.0	0.3229	0.00107791	19420.0	17.0	-0.77	0.46	0.3623	0.4364	0.6582	-1.6995	1.2905	-0.7663	3.6265	-0.9101
14335	14335.0	0.3333	0.00107536	41669.0	101.0	-0.53	0.7	0.3144	0.5249	0.8233	-1.4664	1.5307	-0.531	3.8722	-0.6751
14336	14336.0	0.3438	0.0010765	11351.0	22.0	-0.34	0.59	0.3586	0.2958	0.6384	-1.5708	1.4231	-0.6363	3.7622	-0.7803
14337	14337.0	0.3542	0.00107483	12683.0	29.0	-0.43	0.75	0.323	0.3689	0.7254	-1.4178	1.5807	-0.4819	3.9234	-0.6261
14338	14338.0	0.3646	0.00107451	1652.0	6.0	-0.4	0.78	0.316	0.2909	0.6637	-1.3885	1.611	-0.4523	3.9544	-0.5966
14339	14339.0	0.375	0.00107733	10716.0	26.0	-0.66	0.52	0.4409	-0.0479	0.3295	-1.6466	1.345	-0.7129	3.6823	-0.8567
14340	14340.0	0.3854	0.00107554	5760.0	19.0	-0.5	0.28	0.3884	0.0963	0.414	-1.4829	1.5137	-0.5476	3.8548	-0.6917
14341	14341.0	0.3958	0.00107399	23052.0	11.0	-0.36	0.42	0.3467	0.1635	0.4911	-1.3407	1.6602	-0.4041	4.0047	-0.5484
14342	14342.0	0.4062	0.00107537	1394.0	11.0	-0.48	0.29	0.4122	0.0055	0.2824	-1.4673	1.5297	-0.5319	3.8712	-0.676
14343	14343.0	0.4167	0.001077	714.0	5.0	-0.63	0.71	0.4837	-0.1269	0.0683	-1.6165	1.376	-0.6825	3.714	-0.8264
14344	14344.0	0.4271	0.001076	13366.0	29.0	-0.54	0.8	0.445	-0.0398	0.1245	-1.525	1.4703	-0.5901	3.8104	-0.7342
14345	14345.0	0.4375	0.001074	11290.0	59.0	-0.36	0.99	0.375	0.1366	0.2503	-1.3417	1.6592	-0.405	4.0037	-0.5493
14346	14346.0	0.4479	0.00107619	24028.0	52.0	-0.56	0.78	0.4796	-0.0476	-0.0015	-1.5424	1.4523	-0.6077	3.7921	-0.7517
14347	14347.0	0.4583	0.00107557	10598.0	19.0	-0.29	0.84	0.4544	-0.0105	0.0445	-1.4857	1.5108	-0.5504	3.8519	-0.6945
14348	14348.0	0.4688	0.00107292	7856.0	19.0	-0.14	1.09	0.3603	0.206	0.2437	-1.2423	1.7615	-0.3048	4.1084	-0.4492
14349	14349.0	0.4792	0.00107521	1664.0	7.0	-0.35	0.88	0.4708	0.0067	0.0135	-1.4527	1.5448	-0.5171	3.8867	-0.6613
14350	14350.0	0.4896	0.001076	7177.0	15.0	-0.42	0.8	0.5052	-0.0594	-0.056	-1.525	1.4703	-0.5901	3.8104	-0.7342
14351	14351.0	0.5	0.001075	7022.0	8.0	-0.33	0.9	0.461	0.0103	0.0277	-1.4334	1.5647	-0.4977	3.907	-0.6419
14352	14352.0	0.5104	0.0010749	33910.0	40.0	-0.32	0.91	0.4563	0.0069	0.0374	-1.4243	1.5741	-0.4884	3.9166	-0.6326
14353	14353.0	0.5208	0.00107276	19341.0	25.0	-0.12	0.5	0.3643	0.1919	0.2261	-1.2276	1.7767	-0.2899	4.1239	-0.4344
14354	14354.0	0.5312	0.00107275	2479.0	12.0	-0.12	0.5	0.3639	0.1528	0.1986	-1.2267	1.7777	-0.289	4.1249	-0.4335
14355	14355.0	0.5417	0.00107618	7841.0	16.0	-0.44	0.18	0.5581	-0.1594	-0.1168	-1.5415	1.4533	-0.6068	3.793	-0.7508
14356	14356.0	0.5521	0.00107279	10557.0	8.0	-0.12	0.5	0.4128	0.1546	0.1913	-1.2304	1.7739	-0.2927	4.121	-0.4372
14357	14357.0	0.5625	0.00107271	7840.0	33.0	-0.12	0.51	0.4098	0.133	0.1823	-1.223	1.7815	-0.2853	4.1288	-0.4298
14358	14358.0	0.5729	0.00107301	2452.0	9.0	-0.13	0.48	0.4277	0.0701	0.1295	-1.2506	1.753	-0.3131	4.0997	-0.4576
14359	14359.0	0.5833	0.00107299	4068.0	9.0	-0.12	0.84	0.4267	0.0486	0.1126	-1.2488	1.7549	-0.3113	4.1016	-0.4557
14360	14360.0	0.5938	0.00107199	8316.0	30.0	-0.03	0.93	0.3754	0.108	0.1935	-1.1567	1.8498	-0.2183	4.1987	-0.3629
14361	14361.0	0.6042	0.00107763	1810.0	19.0	-0.41	0.41	0.6513	-0.3595	-0.3219	-1.674	1.3168	-0.7405	3.6534	-0.8843
14362	14362.0	0.6146	0.00107771	3399.0	15.0	-0.41	0.4	0.6538	-0.3093	-0.3161	-1.6813	1.3093	-0.7479	3.6457	-0.8917
14363	14363.0	0.625	0.00107681	2019.0	8.0	-0.33	0.48	0.5969	-0.2187	-0.2087	-1.5991	1.3939	-0.6649	3.7323	-0.8089
14364	14364.0	0.6354	0.00107507	629.0	4.0	-0.17	0.64	0.4991	-0.0307	-0.0481	-1.4398	1.558	-0.5042	3.9002	-0.6483
14365	14365.0	0.6458	0.00107507	3821.0	15.0	-0.17	0.64	0.4991	-0.0033	-0.0538	-1.4398	1.558	-0.5042	3.9002	-0.6483
14366	14366.0	0.6562	0.00107358	2366.0	11.0	-0.0	0.78	0.419	0.1422	0.0761	-1.3031	1.699	-0.3661	4.0444	-0.5104
14367	14367.0	0.6667	0.0010771	2480.0	9.0	-0.37	0.45	0.5971	-0.1374	-0.2374	-1.6256	1.3666	-0.6917	3.7044	-0.8356
14368	14368.0	0.6771	0.00107503	22103.0	29.0	-0.17	0.65	0.4934	0.0902	-0.0312	-1.4362	1.5618	-0.5005	3.9041	-0.6446
14369	14369.0	0.6875	0.00107994	4405.0	17.0	-0.63	0.08	0.6579	-0.3381	-0.4413	-1.8843	1.1001	-0.9528	3.4317	-1.0964
14370	14370.0	0.6979	0.0010805	19398.0	17.0	-0.68	0.02	0.6721	-0.3575	-0.4663	-1.9352	1.0477	-1.0042	3.3781	-1.1476
14371	14371.0	0.7083	0.00107896	12500.0	27.0	-0.6	0.16	0.5932	-0.1903	-0.2861	-1.7952	1.1919	-0.8629	3.5256	-1.0065
14372	14372.0	0.7188	0.00108029	3147.0	12.0	-0.72	0.03	0.6362	-0.2528	-0.3621	-1.9161	1.0673	-0.9849	3.3982	-1.1284
14373	14373.0	0.7292	0.00107772	3597.0	10.0	-0.48	0.22	0.5138	0.0158	-0.0953	-1.6822	1.3083	-0.7488	3.6447	-0.8926
14374	14374.0	0.7396	0.00107956	3230.0	12.0	-0.65	0.0	0.5811	-0.0855	-0.225	-1.8498	1.1356	-0.918	3.4681	-1.0615
14375	14375.0	0.75	0.0010762	4615.0	39.0	-0.34	0.28	0.4487	0.216	0.1126	-1.5433	1.4514	-0.6086	3.7911	-0.7526
14376	14376.0	0.7604	0.00107503	19394.0	59.0	-0.26	0.37	0.4107	0.3251	0.2054	-1.4362	1.5618	-0.5005	3.9041	-0.6446
14377	14377.0	0.7708	0.00107394	2305.0	11.0	-0.16	0.47	0.3761	0.3571	0.2837	-1.3361	1.6649	-0.3995	4.0095	-0.5438
14378	14378.0	0.7812	0.00107555	2225.0	10.0	-0.31	0.36	0.4552	0.1493	0.1258	-1.4838	1.5127	-0.5486	3.8538	-0.6927
14379	14379.0	0.7917	0.00107555	2226.0	10.0	-0.31	0.36	0.4552	0.1097	0.1287	-1.4838	1.5127	-0.5486	3.8538	-0.6927
14380	14380.0	0.8021	0.0010751	6563.0	19.0	-0.27	0.41	0.4343	0.0913	0.1708	-1.4426	1.5552	-0.5069	3.8973	-0.6511
14381	14381.0	0.8125	0.00107698	2878.0	10.0	-0.44	0.23	0.538	-0.092	0.017	-1.6146	1.3779	-0.6806	3.7159	-0.8245
14382	14382.0	0.8229	0.0010765	17115.0	26.0	-0.4	0.28	0.5101	-0.083	0.0579	-1.5708	1.4231	-0.6363	3.7622	-0.7803
14383	14383.0	0.8333	0.00107512	534.0	6.0	-0.27	0.4	0.4346	0.0327	0.1869	-1.4444	1.5533	-0.5088	3.8954	-0.653
14384	14384.0	0.8438	0.00107892	1955.0	8.0	-0.62	0.05	0.6168	-0.2746	-0.1723	-1.7915	1.1956	-0.8592	3.5295	-1.0029
14385	14385.0	0.8542	0.001076	3802.0	30.0	-0.35	0.32	0.4786	0.02	0.0708	-1.525	1.4703	-0.5901	3.8104	-0.7342
14386	14386.0	0.8646	0.00107648	17664.0	19.0	-0.35	0.28	0.5	-0.0138	0.0108	-1.5689	1.425	-0.6345	3.7641	-0.7785
14387	14387.0	0.875	0.00107425	11981.0	35.0	-0.15	0.49	0.4088	0.1786	0.1809	-1.3646	1.6356	-0.4282	3.9795	-0.5725
14388	14388.0	0.8854	0.0010768	18989.0	29.0	-0.38	0.23	0.5246	-0.0389	-0.062	-1.5982	1.3949	-0.664	3.7333	-0.8079
14389	14389.0	0.8958	0.00107424	4163.0	21.0	-0.19	0.37	0.4267	0.1674	0.1431	-1.3637	1.6365	-0.4273	3.9805	-0.5716
14390	14390.0	0.9062	0.0010746	18126.0	25.0	-0.22	0.47	0.4437	0.1118	0.0996	-1.3967	1.6025	-0.4606	3.9457	-0.6049
14391	14391.0	0.9167	0.00107428	6960.0	18.0	-0.19	0.56	0.4304	0.1318	0.1248	-1.3674	1.6327	-0.431	3.9766	-0.5753
14392	14392.0	0.9271	0.001075	1081.0	8.0	-0.26	0.6	0.4719	0.0192	0.0643	-1.4334	1.5647	-0.4977	3.907	-0.6419
14393	14393.0	0.9375	0.00107594	2074.0	14.0	-0.35	0.51	0.5246	-0.0689	-0.0207	-1.5195	1.4759	-0.5846	3.8162	-0.7287
14394	14394.0	0.9479	0.00107778	4450.0	18.0	-0.52	0.34	0.6128	-0.2244	-0.1776	-1.6877	1.3027	-0.7543	3.639	-0.8981
14395	14395.0	0.9583	0.00107474	4169.0	18.0	-0.24	0.63	0.4514	0.0635	0.1025	-1.4096	1.5892	-0.4736	3.9321	-0.6178
14396	14396.0	0.9688	0.00107451	17344.0	12.0	-0.21	0.65	0.4411	0.0583	0.1086	-1.3885	1.611	-0.4523	3.9544	-0.5966
14397	14397.0	0.9792	0.0010755	53480.0	57.0	-0.31	0.56	0.4983	-0.0192	0.0103	-1.4792	1.5174	-0.5439	3.8587	-0.6881
14398	14398.0	0.9896	0.00107268	34270.0	68.0	-0.04	0.82	0.3718	0.2213	0.258	-1.2202	1.7843	-0.2825	4.1317	-0.427
14399	14399.0	0.0	0.00107717	42668.0	42.0	-0.15	0.4	0.5731	-0.1629	-0.1707	-1.632	1.36	-0.6981	3.6977	-0.842
14400	14400.0	0.0104	0.00107928	11107.0	35.0	-0.28	0.2	0.6369	-0.3085	-0.3456	-1.8243	1.1619	-0.8923	3.4949	-1.0359
14401	14401.0	0.0208	0.00108	4289.0	17.0	-0.42	0.14	0.6573	-0.328	-0.3903	-1.8898	1.0944	-0.9583	3.4259	-1.1019
14402	14402.0	0.0312	0.001081	5673.0	16.0	-0.52	0.02	0.6859	-0.383	-0.4408	-1.9805	1.0009	-1.05	3.3302	-1.1933
14403	14403.0	0.0417	0.00107939	1922.0	9.0	-0.37	0.58	0.593	-0.1805	-0.2763	-1.8343	1.1516	-0.9024	3.4844	-1.046
14404	14404.0	0.0521	0.00108	31598.0	31.0	-0.42	0.52	0.616	-0.1734	-0.2971	-1.8898	1.0944	-0.9583	3.4259	-1.1019
14405	14405.0	0.0625	0.00108119	43247.0	29.0	-0.53	0.41	0.6597	-0.2175	-0.3662	-1.9977	0.9832	-1.0673	3.3121	-1.2107
14406	14406.0	0.0729	0.0010811	15414.0	12.0	-0.53	0.42	0.6532	-0.1118	-0.3159	-1.9896	0.9916	-1.0591	3.3207	-1.2025
14407	14407.0	0.0833	0.00108	36113.0	32.0	-0.42	0.52	0.572	0.0227	-0.1835	-1.8898	1.0944	-0.9583	3.4259	-1.1019
14408	14408.0	0.0938	0.001081	18597.0	34.0	-0.52	0.43	0.6218	-0.05	-0.2446	-1.9805	1.0009	-1.05	3.3302	-1.1933
14409	14409.0	0.1042	0.00107671	4010.0	19.0	-0.12	0.83	0.3929	0.3101	0.1462	-1.59	1.4033	-0.6557	3.742	-0.7997
14410	14410.0	0.1146	0.00107779	6177.0	22.0	-0.22	0.72	0.4521	0.1723	0.0648	-1.6886	1.3017	-0.7552	3.638	-0.8991
14411	14411.0	0.125	0.00107544	6286.0	14.0	-0.0	0.94	0.3623	0.3453	0.2892	-1.4738	1.5231	-0.5384	3.8645	-0.6825
14412	14412.0	0.1354	0.00107791	31851.0	54.0	-0.18	0.74	0.4872	0.0911	0.0743	-1.6995	1.2905	-0.7663	3.6265	-0.9101
14413	14413.0	0.1458	0.00108366	3071.0	23.0	-0.71	0.21	0.6652	-0.4115	-0.3892	-2.2211	0.753	-1.2928	3.0766	-1.4359
14414	14414.0	0.1562	0.00108375	3257.0	16.0	-0.71	0.2	0.6673	-0.3892	-0.357	-2.2292	0.7446	-1.301	3.0681	-1.4441
14415	14415.0	0.1667	0.00108396	27548.0	53.0	-0.73	0.18	0.6729	-0.3628	-0.3475	-2.2482	0.7251	-1.3202	3.0481	-1.4632
14416	14416.0	0.1771	0.00108222	4938.0	23.0	-0.2	0.56	0.5786	-0.1885	-0.1736	-2.091	0.8871	-1.1615	3.2138	-1.3047
14417	14417.0	0.1875	0.00108012	99.0	2.0	-0.0	0.76	0.4833	0.045	0.0151	-1.9007	1.0832	-0.9693	3.4144	-1.1128
14418	14418.0	0.1979	0.00108305	7508.0	33.0	-0.21	0.48	0.5926	-0.1649	-0.233	-2.166	0.8098	-1.2372	3.1347	-1.3804
14419	14419.0	0.2083	0.00108372	9611.0	14.0	-0.27	0.42	0.6143	-0.1311	-0.2718	-2.2265	0.7474	-1.2983	3.0709	-1.4413
14420	14420.0	0.2188	0.00108432	8652.0	36.0	-0.33	0.37	0.6347	-0.1125	-0.3077	-1.9542	0.3652	-1.3529	3.2905	-3.273
14421	14421.0	0.2292	0.00108258	79521.0	74.0	-0.17	0.53	0.5384	0.0356	-0.1384	-1.7966	0.5265	-1.1944	3.4566	-3.1176
14422	14422.0	0.2396	0.0010859	2774.0	15.0	-0.32	0.22	0.655	-0.2455	-0.4075	-2.0969	0.2192	-1.4965	3.1403	-3.4138
14423	14423.0	0.25	0.00108473	24911.0	39.0	-0.22	0.33	0.5934	-0.1291	-0.2771	-1.9913	0.3273	-1.3902	3.2515	-3.3096
14424	14424.0	0.2604	0.00108491	21544.0	35.0	-0.18	0.31	0.6001	-0.1146	-0.2433	-2.0075	0.3106	-1.4066	3.2344	-3.3256
14425	14425.0	0.2708	0.00108491	32650.0	61.0	-0.18	0.31	0.6001	-0.0595	-0.1995	-2.0075	0.3106	-1.4066	3.2344	-3.3256
14426	14426.0	0.2812	0.00108501	5251.0	14.0	-0.19	0.28	0.6051	-0.0461	-0.1499	-2.0166	0.3014	-1.4157	3.2249	-3.3345
14427	14427.0	0.2917	0.00108657	1933.0	7.0	-0.34	0.13	0.6778	-0.1568	-0.2401	-2.1572	0.1574	-1.5572	3.0767	-3.4733
14428	14428.0	0.3021	0.00108777	4596.0	23.0	-0.63	0.02	0.7234	-0.2273	-0.325	-2.2652	0.0469	-1.618	2.9629	-3.5798
14429	14429.0	0.3125	0.0010874	4944.0	24.0	-0.8	0.06	0.6883	-0.1379	-0.2687	-2.2319	0.0809	-1.5845	2.998	-3.547
14430	14430.0	0.3229	0.00108527	24125.0	33.0	-0.81	0.25	0.5192	0.0508	-0.0649	-2.04	0.2774	-1.3914	3.2001	-3.3577
14431	14431.0	0.3333	0.00108427	9471.0	35.0	-0.72	0.34	0.4576	0.1378	0.0398	-1.9497	0.3698	-1.3004	3.2953	-3.2686
14432	14432.0	0.3438	0.00108601	5807.0	11.0	-0.88	0.18	0.5629	-0.01	-0.0843	-2.1068	0.209	-1.4586	3.1298	-3.4235
14433	14433.0	0.3542	0.00108335	2886.0	14.0	-0.64	0.43	0.4181	0.2175	0.1629	-1.8664	0.4551	-1.2166	3.383	-3.1864
14434	14434.0	0.3646	0.00108359	8869.0	25.0	-0.71	0.41	0.4334	0.1789	0.1399	-1.8882	0.4328	-1.2385	3.3601	-3.2079
14435	14435.0	0.375	0.00108525	14003.0	10.0	-0.88	0.25	0.5328	0.0105	-0.0076	-2.0382	0.2792	-1.3895	3.202	-3.3559
14436	14436.0	0.3854	0.00108384	45919.0	18.0	-0.78	0.38	0.4539	0.0953	0.1303	-1.9108	0.4097	-1.1422	3.3363	-3.2302
14437	14437.0	0.3958	0.00108441	40396.0	45.0	-1.12	0.33	0.4896	0.0082	0.0685	-1.9624	0.3569	-1.1942	3.282	-3.281
14438	14438.0	0.4062	0.0010809	33308.0	45.0	-0.8	0.36	0.3333	0.2824	0.3698	-1.644	0.6828	-0.8733	3.6174	-2.967
14439	14439.0	0.4167	0.00108002	24465.0	72.0	-0.72	0.42	0.3048	0.3149	0.4214	-1.5639	0.7648	-0.7926	3.7018	-2.8879
14440	14440.0	0.4271	0.00107677	2068.0	13.0	-0.42	0.51	0.2228	0.5104	0.6741	-1.2668	1.0689	-0.4931	4.0148	-2.5948
14441	14441.0	0.4375	0.0010775	2052.0	10.0	-0.49	0.44	0.274	0.3745	0.5594	-1.3336	1.0005	-0.5606	3.9443	-2.6608
14442	14442.0	0.4479	0.00107788	7516.0	20.0	-0.52	0.4	0.3019	0.2729	0.4702	-1.3684	0.9649	-0.5956	3.9077	-2.6951
14443	14443.0	0.4583	0.00107784	15256.0	39.0	-0.52	0.4	0.3005	0.1907	0.4126	-1.3648	0.9686	-0.5919	3.9115	-2.6915
14444	14444.0	0.4688	0.00107601	21613.0	30.0	-0.35	0.57	0.2402	0.2701	0.5128	-1.197	1.1403	-0.4229	4.0883	-2.526
14445	14445.0	0.4792	0.00107805	22487.0	25.0	-0.54	0.22	0.3974	0.0066	0.2779	-1.384	0.9489	-0.6113	3.8913	-2.7104
14446	14446.0	0.4896	0.00107514	17616.0	48.0	-0.27	0.49	0.2956	0.2103	0.4927	-1.1171	1.2222	-0.3423	4.1725	-2.4471
14447	14447.0	0.5	0.00107759	2866.0	19.0	-0.49	0.26	0.4372	-0.0457	0.2121	-1.3419	0.992	-0.5689	3.9356	-2.6689
14448	14448.0	0.5104	0.00107607	0.0	0.0	-0.35	0.41	0.3817	0.0874	0.3086	-1.2025	1.1347	-0.4089	4.0824	-2.5314
14449	14449.0	0.5208	0.00107607	7140.0	15.0	-0.35	0.41	0.3817	0.0707	0.262	-1.2025	1.1347	-0.4089	4.0824	-2.5314
14450	14450.0	0.5312	0.0010764	2744.0	8.0	-0.38	0.38	0.404	0.0229	0.1765	-1.2328	1.1037	-0.4394	4.0505	-2.5613
14451	14451.0	0.5417	0.001075	4161.0	18.0	-0.05	0.51	0.3427	0.1201	0.2521	-1.1042	1.2353	-0.3098	4.186	-2.4344
14452	14452.0	0.5521	0.00107743	25207.0	37.0	-0.27	0.28	0.4973	-0.0892	-0.0172	-1.3272	1.007	-0.4854	3.9511	-2.6545
14453	14453.0	0.5625	0.00107605	7144.0	6.0	-0.14	0.41	0.4302	0.0157	0.081	-1.2007	1.1366	-0.3578	4.0844	-2.5296
14454	14454.0	0.5729	0.00107606	45332.0	47.0	-0.14	0.41	0.4309	0.0254	0.0555	-1.2016	1.1356	-0.3587	4.0834	-2.5305
14455	14455.0	0.5833	0.00107802	13816.0	17.0	-0.33	0.22	0.5484	-0.1514	-0.1187	-1.3812	0.9517	-0.5399	3.8942	-2.7077
14456	14456.0	0.5938	0.00108042	5166.0	10.0	-0.55	0.0	0.6513	-0.3229	-0.3225	-1.6003	0.7275	-0.7608	3.6634	-2.9239
14457	14457.0	0.6042	0.00108004	5536.0	16.0	-0.51	0.04	0.625	-0.2419	-0.2741	-1.5657	0.7629	-0.7259	3.6999	-2.8897
14458	14458.0	0.6146	0.00107777	22482.0	31.0	-0.29	0.25	0.4877	-0.0159	-0.0645	-1.3584	0.9752	-0.5168	3.9183	-2.6852
14459	14459.0	0.625	0.00107759	13373.0	30.0	-0.24	0.25	0.478	0.0309	-0.038	-1.3419	0.992	-0.5002	3.9356	-2.6689
14460	14460.0	0.6354	0.00107699	10075.0	18.0	-0.19	0.25	0.4437	0.0815	0.0111	-1.2869	1.0483	-0.4448	3.9935	-2.6147
14461	14461.0	0.6458	0.00107905	2549.0	19.0	-0.38	0.06	0.568	-0.0748	-0.1557	-1.4754	0.8554	-0.6348	3.795	-2.8006
14462	14462.0	0.6562	0.00107623	10688.0	24.0	-0.1	0.32	0.4186	0.189	0.0975	-1.2172	1.1196	-0.3745	4.067	-2.5459
14463	14463.0	0.6667	0.001077	16268.0	43.0	-0.36	0.25	0.4635	0.1055	0.0317	-1.2878	1.0474	-0.4457	3.9926	-2.6156
14464	14464.0	0.6771	0.001079	8368.0	13.0	-0.54	0.06	0.5654	-0.0965	-0.1356	-1.4708	0.8601	-0.6302	3.7998	-2.7961
14465	14465.0	0.6875	0.00107627	5257.0	27.0	-0.29	0.32	0.4341	0.1131	0.1169	-1.2209	1.1159	-0.3782	4.0631	-2.5495
14466	14466.0	0.6979	0.00107835	11237.0	23.0	-0.48	0.13	0.5309	-0.0733	-0.0555	-1.4114	0.9209	-0.5703	3.8624	-2.7375
14467	14467.0	0.7083	0.001078	9417.0	16.0	-0.45	0.16	0.5137	-0.0361	-0.0195	-1.3794	0.9536	-0.538	3.8961	-2.7059
14468	14468.0	0.7188	0.00107967	752.0	2.0	-0.6	0.0	0.5882	-0.1597	-0.1518	-1.5319	0.7975	-0.6919	3.7354	-2.8564
14469	14469.0	0.7292	0.00107955	902.0	8.0	-0.59	0.0	0.5807	-0.1428	-0.1192	-1.521	0.8087	-0.6808	3.7469	-2.8456
14470	14470.0	0.7396	0.00107948	10898.0	11.0	-0.59	0.0	0.5757	-0.0987	-0.1037	-1.5146	0.8152	-0.6744	3.7537	-2.8393
14471	14471.0	0.75	0.00107928	1613.0	17.0	-0.57	0.02	0.5598	-0.0537	-0.0922	-1.4964	0.8339	-0.656	3.7729	-2.8213
14472	14472.0	0.7604	0.00107625	12210.0	54.0	-0.29	0.3	0.3757	0.1957	0.1656	-1.219	1.1178	-0.3763	4.065	-2.5477
14473	14473.0	0.7708	0.00107793	30031.0	51.0	-0.39	0.14	0.4852	0.0588	0.0105	-1.373	0.9602	-0.5316	3.9029	-2.6996
14474	14474.0	0.7812	0.00107838	10459.0	28.0	-0.43	0.1	0.512	0.0174	-0.0264	-1.4142	0.918	-0.5731	3.8595	-2.7402
14475	14475.0	0.7917	0.00107825	7693.0	37.0	-0.42	0.11	0.5031	0.0323	-0.0066	-1.4023	0.9302	-0.5611	3.872	-2.7285
14476	14476.0	0.8021	0.00107706	12544.0	68.0	-0.31	0.22	0.425	0.1126	0.0916	-1.2933	1.0417	-0.4512	3.9868	-2.621
14477	14477.0	0.8125	0.00107632	13431.0	20.0	-0.24	0.29	0.382	0.1439	0.161	-1.2255	1.1112	-0.3828	4.0583	-2.5541
14478	14478.0	0.8229	0.00107704	21361.0	79.0	-0.33	0.23	0.4457	0.0486	0.0943	-1.2915	1.0436	-0.4494	3.9887	-2.6192
14479	14479.0	0.8333	0.00107781	68058.0	116.0	-0.49	0.15	0.5089	-0.0399	0.0154	-1.362	0.9714	-0.5205	3.9144	-2.6888
14480	14480.0	0.8438	0.00107567	7871.0	27.0	-0.29	0.35	0.3716	0.1522	0.2107	-1.1658	1.1723	-0.3226	4.1212	-2.4952
14481	14481.0	0.8542	0.00107645	5555.0	23.0	-0.37	0.28	0.4362	0.0625	0.1263	-1.2374	1.099	-0.3948	4.0457	-2.5658
14482	14482.0	0.8646	0.00107913	1772.0	8.0	-0.61	0.03	0.6009	-0.1773	-0.1154	-1.4827	0.8479	-0.6422	3.7873	-2.8078
14483	14483.0	0.875	0.00107919	9589.0	15.0	-0.62	0.0	0.6039	-0.172	-0.1239	-1.4882	0.8423	-0.6477	3.7815	-2.8132
14484	14484.0	0.8854	0.00107621	7848.0	17.0	-0.34	0.27	0.4198	0.0945	0.1319	-1.2154	1.1215	-0.3726	4.0689	-2.5441
14485	14485.0	0.8958	0.00107901	8212.0	16.0	-0.74	0.01	0.5651	-0.134	-0.1308	-1.4717	0.8591	-0.6311	3.7989	-2.797
14486	14486.0	0.9062	0.00107796	22030.0	40.0	-0.64	0.04	0.5093	-0.0261	-0.0417	-1.3757	0.9574	-0.5343	3.9	-2.7023
14487	14487.0	0.9167	0.001075	12298.0	51.0	-0.37	0.32	0.3844	0.2165	0.2258	-1.1042	1.2353	-0.2605	4.186	-2.4344
14488	14488.0	0.9271	0.00107591	13261.0	22.0	-0.45	0.23	0.4342	0.1345	0.1285	-1.1878	1.1497	-0.4499	4.0979	-2.5169
14489	14489.0	0.9375	0.00107253	9637.0	54.0	-0.14	0.55	0.3215	0.4044	0.4077	-0.8764	1.4685	-0.1361	4.426	-2.2097
14490	14490.0	0.9479	0.001074	20445.0	32.0	-0.27	0.41	0.4005	0.2073	0.2439	-1.0121	1.3296	-0.2728	4.2831	-2.3436
14491	14491.0	0.9583	0.00107583	422.0	10.0	-0.44	0.24	0.4871	-0.0022	0.0657	-1.1805	1.1572	-0.4424	4.1057	-2.5097
14492	14492.0	0.9688	0.00107518	7087.0	13.0	-0.38	0.3	0.4596	0.0463	0.1192	-1.1207	1.2184	-0.3823	4.1686	-2.4508
14493	14493.0	0.9792	0.00107582	5199.0	26.0	-0.5	0.24	0.4925	-0.0503	0.0521	-1.1796	1.1582	-0.4415	4.1066	-2.5088
14494	14494.0	0.9896	0.0010739	50311.0	77.0	-0.36	0.42	0.4059	0.0811	0.2067	-1.0029	1.339	-0.2635	4.2928	-2.3345
14495	14495.0	0.0	0.00107253	16571.0	19.0	-0.24	0.44	0.3541	0.1802	0.3151	-0.8764	1.4685	-0.1361	4.426	-2.2097
14496	14496.0	0.0104	0.00107409	2494.0	17.0	-0.38	0.29	0.4478	0.0135	0.1548	-1.0204	1.3211	-0.3408	4.2743	-2.3518
14497	14497.0	0.0208	0.00107448	8824.0	26.0	-0.42	0.26	0.4702	-0.0001	0.0896	-1.0563	1.2843	-0.3769	4.2365	-2.3872
14498	14498.0	0.0312	0.00107362	8492.0	26.0	-0.34	0.22	0.4257	0.0756	0.1352	-0.9771	1.3655	-0.2971	4.32	-2.309
